date,temp_max,temp_min,temp_mean,city
2025-05-27,25.7,14.6,19.0,California
2025-05-28,22.9,15.2,18.1,California
2025-05-29,24.8,15.4,19.6,California
2025-05-30,32.7,15.8,22.1,California
2025-05-31,28.2,15.8,21.4,California
2025-06-01,27.5,16.7,20.4,California
2025-06-02,24.8,15.8,19.2,California
2025-06-03,23.2,16.0,18.4,California
2025-06-04,21.3,15.0,17.4,California
2025-06-05,21.7,15.8,17.9,California
2025-06-06,23.0,15.0,18.3,California
2025-06-07,23.0,15.2,18.5,California
2025-06-08,24.1,14.4,18.2,California
2025-06-09,24.8,15.3,19.0,California
2025-06-10,26.2,15.7,19.6,California
2025-06-11,26.6,15.3,19.8,California
2025-06-12,26.6,15.9,20.4,California
2025-06-13,25.9,15.9,20.3,California
2025-06-14,28.3,16.0,20.8,California
2025-06-15,31.5,15.9,22.6,California
2025-06-16,30.7,15.9,23.0,California
2025-06-17,30.8,16.2,23.9,California
2025-06-18,29.9,17.2,23.2,California
2025-06-19,28.0,17.6,21.2,California
2025-06-20,26.0,16.3,20.3,California
2025-06-21,25.6,16.6,20.2,California
2025-06-22,26.3,14.6,20.4,California
2025-06-23,25.7,16.2,20.2,California
2025-06-24,24.3,15.9,19.1,California
2025-06-25,26.1,16.2,20.0,California
2025-06-26,26.6,16.7,20.2,California
2025-06-27,28.6,15.1,20.8,California
2025-06-28,28.9,14.9,20.9,California
2025-06-29,27.5,15.2,20.5,California
2025-06-30,27.0,15.4,20.3,California
2025-07-01,25.6,15.1,19.8,California
2025-07-02,25.5,15.4,19.7,California
2025-07-03,27.2,16.3,20.7,California
2025-07-04,27.9,17.3,21.3,California
2025-07-05,30.3,15.7,22.0,California
2025-07-06,29.3,15.4,21.4,California
2025-07-07,27.1,15.7,20.5,California
2025-07-08,28.0,15.1,21.4,California
2025-07-09,31.4,16.9,23.1,California
2025-07-10,32.3,16.5,23.5,California
2025-07-11,29.3,16.8,22.2,California
2025-07-12,27.9,17.2,21.3,California
2025-07-13,25.8,16.9,20.3,California
2025-07-14,26.1,16.9,20.2,California
2025-07-15,26.5,16.1,20.3,California
2025-07-16,26.8,15.8,20.6,California
2025-07-17,26.8,16.6,20.9,California
2025-07-18,26.2,17.0,21.1,California
2025-07-19,26.7,18.0,21.5,California
2025-07-20,26.4,18.8,21.3,California
2025-07-21,26.6,18.5,21.4,California
2025-07-22,25.3,18.6,21.0,California
2025-07-23,25.6,17.0,20.7,California
2025-07-24,27.2,15.4,20.6,California
2025-07-25,25.8,15.7,20.0,California
2025-07-26,24.4,15.0,19.8,California
2025-07-27,25.8,15.1,20.2,California
2025-07-28,26.6,15.3,20.1,California
2025-07-29,27.3,15.2,20.4,California
2025-07-30,28.7,16.1,21.4,California
2025-07-31,29.5,15.8,21.7,California
2025-08-01,28.8,16.8,21.3,California
2025-08-02,28.5,15.8,21.1,California
2025-08-03,29.9,16.0,21.8,California
2025-08-04,29.3,16.3,22.3,California
2025-08-05,31.0,17.1,22.8,California
2025-08-06,32.4,17.2,24.1,California
2025-08-07,35.8,17.6,24.9,California
2025-08-08,32.1,17.0,23.4,California
2025-08-09,28.9,17.4,21.8,California
2025-08-10,29.8,16.6,22.0,California
2025-08-11,31.0,17.1,23.0,California
2025-08-12,29.7,17.9,22.7,California
2025-08-13,28.1,18.1,22.1,California
2025-08-14,28.1,17.1,21.4,California
2025-08-15,27.8,18.1,21.8,California
2025-08-16,26.8,18.0,21.3,California
2025-08-17,27.7,18.0,21.7,California
2025-08-18,29.6,17.5,22.5,California
2025-08-19,31.4,17.4,23.3,California
2025-08-20,32.9,17.7,24.7,California
2025-08-21,35.8,19.4,26.5,California
2025-08-22,36.2,21.1,27.1,California
2025-08-23,33.9,21.2,25.7,California
2025-08-24,32.8,21.5,25.4,California
2025-08-25,30.8,20.2,24.4,California
2025-08-26,28.9,19.7,23.1,California
2025-08-27,32.5,17.5,23.2,California
2025-08-28,31.4,19.8,24.2,California
2025-08-29,33.2,18.9,24.8,California
2025-08-30,32.8,18.9,24.9,California
2025-08-31,33.4,19.4,25.0,California
2025-09-01,32.0,19.7,24.5,California
2025-09-02,31.8,19.6,25.4,California
2025-09-03,33.7,20.6,25.9,California
2025-09-04,31.2,19.3,24.3,California
2025-09-05,30.3,17.4,22.8,California
2025-09-06,30.3,16.8,22.7,California
2025-09-07,32.5,17.9,24.3,California
2025-09-08,29.9,18.5,23.0,California
2025-09-09,28.6,17.8,22.0,California
2025-09-10,27.1,19.3,22.0,California
2025-09-11,27.1,17.5,21.5,California
2025-09-12,28.0,17.7,21.6,California
2025-09-13,27.4,19.0,21.8,California
2025-09-14,29.1,18.0,21.9,California
2025-09-15,30.9,17.6,22.7,California
2025-09-16,32.9,18.0,24.1,California
2025-09-17,31.8,20.5,24.9,California
2025-09-18,26.4,20.2,22.5,California
2025-09-19,26.8,19.5,21.9,California
2025-09-20,26.7,18.4,21.5,California
2025-09-21,27.5,17.1,21.3,California
2025-09-22,29.3,17.3,21.8,California
2025-09-23,31.8,18.1,23.2,California
2025-09-24,29.2,20.4,23.7,California
2025-09-25,27.9,18.6,21.9,California
2025-09-26,26.3,19.0,21.2,California
2025-09-27,26.2,18.9,21.4,California
2025-09-28,26.9,18.0,21.5,California
2025-09-29,26.5,16.9,20.9,California
2025-09-30,25.3,17.7,20.6,California
2025-10-01,26.8,17.2,20.7,California
2025-10-02,27.0,15.8,20.7,California
2025-10-03,25.2,18.3,20.5,California
2025-10-04,26.5,14.2,19.8,California
2025-10-05,27.1,15.2,20.1,California
2025-10-06,26.8,14.8,19.7,California
2025-10-07,25.1,15.4,19.1,California
2025-10-08,24.6,14.6,19.0,California
2025-10-09,27.2,13.7,20.4,California
2025-10-10,29.4,18.0,22.8,California
2025-10-11,28.8,16.4,22.0,California
2025-10-12,26.4,13.5,19.4,California
2025-10-13,22.4,15.7,18.4,California
2025-10-14,17.8,12.7,15.3,California
2025-10-15,19.1,10.3,14.6,California
2025-10-16,22.9,9.6,15.4,California
2025-10-17,25.4,10.3,16.8,California
2025-10-18,28.2,11.9,18.8,California
2025-10-19,27.5,15.1,19.5,California
2025-10-20,29.1,13.6,19.6,California
2025-10-21,27.1,13.8,18.9,California
2025-10-22,22.5,13.6,17.3,California
2025-10-23,24.4,12.6,17.5,California
2025-10-24,26.7,12.5,18.2,California
2025-10-25,23.1,14.6,17.4,California
2025-10-26,22.8,13.6,17.0,California
2025-10-27,23.4,13.2,16.9,California
2025-10-28,31.2,11.6,20.2,California
2025-10-29,33.8,13.5,22.0,California
2025-10-30,31.7,15.8,22.1,California
2025-10-31,26.9,14.9,19.3,California
2025-11-01,26.3,13.1,17.9,California
2025-11-02,25.4,13.5,17.6,California
2025-11-03,24.7,13.4,16.8,California
2025-11-04,23.9,12.8,16.6,California
2025-11-05,21.4,12.8,16.4,California
2025-11-06,23.6,11.4,16.9,California
2025-11-07,25.9,12.0,17.8,California
2025-11-08,27.6,13.8,19.4,California
2025-11-09,29.4,13.9,19.3,California
2025-11-10,32.0,12.9,20.4,California
2025-11-11,26.9,14.3,19.0,California
2025-11-12,22.2,13.5,17.3,California
2025-11-13,25.3,14.3,19.2,California
2025-11-14,17.9,15.0,16.5,California
2025-11-15,16.7,12.4,15.0,California
2025-11-16,15.2,10.8,13.2,California
2025-11-17,17.9,11.6,14.2,California
2025-11-18,15.7,8.9,11.8,California
2025-11-19,16.0,7.5,11.4,California
2025-11-20,14.9,8.2,11.4,California
2025-11-21,18.0,10.4,13.5,California
2025-11-22,20.5,9.0,14.0,California
2025-11-23,19.7,8.3,13.6,California
2025-11-24,19.5,10.2,14.0,California
2025-11-25,22.8,9.1,14.5,California
2025-11-26,23.3,8.4,14.6,California
2025-11-27,23.1,8.6,15.0,California
2025-11-28,20.7,11.0,14.8,California
2025-11-29,20.1,9.0,13.6,California
2025-11-30,17.8,8.7,12.9,California
2025-12-01,19.6,8.1,12.8,California
2025-12-02,18.3,6.6,11.8,California
2025-12-03,18.2,9.0,13.1,California
2025-12-04,19.9,5.8,11.7,California
2025-12-05,19.7,5.4,11.9,California
2025-12-06,20.0,8.4,13.4,California
2025-12-07,22.3,8.3,14.2,California
2025-12-08,24.3,9.5,15.0,California
2025-12-09,25.3,7.9,15.1,California
2025-12-10,24.8,8.7,14.9,California
2025-12-11,25.3,9.0,15.8,California
2025-12-12,23.4,10.5,15.5,California
2025-12-13,20.1,9.6,13.7,California
2025-12-14,19.7,10.0,13.9,California
2025-12-15,20.1,8.7,12.9,California
2025-12-16,22.5,7.9,14.0,California
2025-12-17,20.6,9.3,14.8,California
2025-12-18,22.0,10.1,14.7,California
2025-12-19,21.2,10.5,14.7,California
2025-12-20,18.5,12.1,14.2,California
2025-12-21,19.1,9.8,13.6,California
2025-12-22,17.8,10.1,13.3,California
2025-12-23,18.8,12.4,15.1,California
2025-12-24,,,15.5,California
2023-09-14,30.0,25.0,26.1,Texas
2023-09-15,33.0,23.0,25.5,Texas
2023-09-16,33.0,23.0,25.6,Texas
2023-09-17,33.0,24.0,28.0,Texas
2023-09-18,34.0,25.0,28.8,Texas
2023-09-19,33.0,25.0,28.5,Texas
2023-09-20,33.0,26.0,28.6,Texas
2023-09-21,34.0,27.0,29.8,Texas
2023-09-22,34.0,27.0,29.5,Texas
2023-09-23,35.0,26.0,29.5,Texas
2023-09-24,35.0,26.0,29.3,Texas
2023-09-25,34.0,23.0,27.5,Texas
2023-09-26,33.0,24.0,27.5,Texas
2023-09-27,33.0,26.0,28.6,Texas
2023-09-28,34.0,26.0,28.7,Texas
2023-09-29,32.0,25.0,28.3,Texas
2023-09-30,32.0,25.0,28.4,Texas
2023-10-01,33.0,24.0,28.2,Texas
2023-10-02,32.0,24.0,27.5,Texas
2023-10-03,27.0,24.0,25.0,Texas
2023-10-04,29.0,25.0,26.5,Texas
2023-10-05,27.0,22.0,23.9,Texas
2023-10-06,28.0,20.0,24.0,Texas
2023-10-07,25.0,18.9,21.5,Texas
2023-10-08,23.0,15.0,19.3,Texas
2023-10-09,27.0,18.0,21.8,Texas
2023-10-10,26.0,19.3,23.3,Texas
2023-10-11,22.0,17.6,19.5,Texas
2023-10-12,26.0,15.7,20.9,Texas
2023-10-13,31.0,21.0,25.5,Texas
2023-10-14,26.0,18.0,21.3,Texas
2023-10-15,21.0,14.0,17.5,Texas
2023-10-16,19.0,12.0,15.5,Texas
2023-10-17,23.0,12.1,17.3,Texas
2023-10-18,26.0,12.9,20.6,Texas
2023-10-19,29.0,21.0,24.5,Texas
2023-10-20,32.0,20.0,25.7,Texas
2023-10-21,32.0,22.0,26.3,Texas
2023-10-22,29.0,23.0,25.3,Texas
2023-10-23,30.0,22.0,25.2,Texas
2023-10-24,28.0,23.0,25.5,Texas
2023-10-25,29.0,24.0,26.0,Texas
2023-10-26,28.0,23.0,25.4,Texas
2023-10-27,29.0,24.0,26.1,Texas
2023-10-28,29.0,24.0,25.9,Texas
2023-10-29,30.0,13.0,24.0,Texas
2023-10-30,12.0,7.0,8.5,Texas
2023-10-31,14.0,7.0,10.0,Texas
2023-11-01,15.0,6.0,10.5,Texas
2023-11-02,19.0,6.0,12.5,Texas
2023-11-03,24.0,13.0,17.5,Texas
2023-11-04,25.0,13.4,20.5,Texas
2023-11-05,27.0,19.0,21.9,Texas
2023-11-06,26.0,21.0,23.2,Texas
2023-11-07,29.0,21.0,23.7,Texas
2023-11-08,28.0,21.0,23.7,Texas
2023-11-09,27.0,20.0,22.4,Texas
2023-11-10,20.0,13.0,15.3,Texas
2023-11-11,16.9,13.0,14.0,Texas
2023-11-12,18.0,14.0,15.6,Texas
2023-11-13,16.0,15.0,15.3,Texas
2023-11-14,21.0,14.0,16.9,Texas
2023-11-15,22.0,14.0,17.1,Texas
2023-11-16,18.8,14.0,15.7,Texas
2023-11-17,24.0,15.0,19.0,Texas
2023-11-18,23.0,17.0,19.2,Texas
2023-11-19,22.0,16.0,18.8,Texas
2023-11-20,25.0,19.0,22.2,Texas
2023-11-21,18.0,11.0,14.0,Texas
2023-11-22,13.0,7.0,11.1,Texas
2023-11-23,13.0,10.0,11.6,Texas
2023-11-24,18.0,10.0,13.5,Texas
2023-11-25,18.0,9.0,14.0,Texas
2023-11-26,16.0,8.0,13.1,Texas
2023-11-27,13.0,6.0,9.2,Texas
2023-11-28,16.0,9.0,11.7,Texas
2023-11-29,18.0,10.0,14.6,Texas
2023-11-30,22.0,16.0,18.5,Texas
2023-12-01,22.0,17.0,20.0,Texas
2023-12-02,19.0,15.0,17.0,Texas
2023-12-03,21.0,14.0,17.2,Texas
2023-12-04,20.0,13.0,16.8,Texas
2023-12-05,21.0,12.0,16.0,Texas
2023-12-06,18.0,10.0,14.5,Texas
2023-12-07,21.0,12.0,16.2,Texas
2023-12-08,24.0,17.0,20.9,Texas
2023-12-09,26.0,16.0,21.7,Texas
2023-12-10,16.0,6.8,11.0,Texas
2023-12-11,17.0,8.0,11.8,Texas
2023-12-12,19.0,9.0,13.8,Texas
2023-12-13,15.0,11.0,12.8,Texas
2023-12-14,20.0,12.0,15.5,Texas
2023-12-15,18.0,14.0,16.2,Texas
2023-12-16,17.0,11.0,13.8,Texas
2023-12-17,19.0,8.0,13.6,Texas
2023-12-18,21.0,11.0,15.8,Texas
2023-12-19,17.0,8.0,13.1,Texas
2023-12-20,19.0,13.0,15.2,Texas
2023-12-21,18.0,15.0,15.8,Texas
2023-12-22,21.0,16.0,17.7,Texas
2023-12-23,22.0,17.0,19.1,Texas
2023-12-24,19.0,16.0,17.8,Texas
2023-12-25,16.0,8.0,10.9,Texas
2023-12-26,13.0,7.0,10.0,Texas
2023-12-27,18.0,9.0,13.2,Texas
2023-12-28,13.0,3.7,9.4,Texas
2023-12-29,12.0,4.0,8.3,Texas
2023-12-30,18.0,8.0,12.9,Texas
2023-12-31,21.0,14.0,16.8,Texas
2024-01-01,19.0,10.0,15.2,Texas
2024-01-02,12.0,6.0,8.8,Texas
2024-01-03,13.0,7.0,9.8,Texas
2024-01-04,15.0,7.0,11.3,Texas
2024-01-05,16.0,9.0,12.8,Texas
2024-01-06,16.0,8.0,12.3,Texas
2024-01-07,15.0,9.0,12.0,Texas
2024-01-08,23.0,10.0,16.0,Texas
2024-01-09,13.0,6.0,9.7,Texas
2024-01-10,19.0,9.0,14.0,Texas
2024-01-11,24.0,16.0,19.4,Texas
2024-01-12,21.0,7.0,13.3,Texas
2024-01-13,16.0,6.0,11.1,Texas
2024-01-14,14.0,0.0,7.0,Texas
2024-01-15,0.0,-5.0,-2.9,Texas
2024-01-16,-1.0,-8.0,-4.1,Texas
2024-01-17,6.0,-5.0,1.0,Texas
2024-01-18,17.0,5.0,12.8,Texas
2024-01-19,15.0,3.0,9.3,Texas
2024-01-20,7.0,-1.0,3.4,Texas
2024-01-21,6.0,2.0,4.0,Texas
2024-01-22,18.0,7.0,13.9,Texas
2024-01-23,21.0,17.0,18.9,Texas
2024-01-24,20.0,16.0,17.0,Texas
2024-01-25,21.0,13.0,16.8,Texas
2024-01-26,18.0,12.0,14.6,Texas
2024-01-27,15.0,10.0,13.0,Texas
2024-01-28,16.0,5.0,11.0,Texas
2024-01-29,20.0,9.0,14.4,Texas
2024-01-30,21.0,11.0,16.2,Texas
2024-01-31,23.0,13.0,17.5,Texas
2024-02-01,20.0,13.0,17.0,Texas
2024-02-02,22.0,14.0,17.8,Texas
2024-02-03,21.0,15.0,17.4,Texas
2024-02-04,19.8,13.3,16.3,Texas
2024-02-05,17.0,12.0,14.2,Texas
2024-02-06,21.0,10.0,15.3,Texas
2024-02-07,20.0,11.0,16.4,Texas
2024-02-08,22.0,18.0,19.9,Texas
2024-02-09,24.0,16.5,20.1,Texas
2024-02-10,23.0,19.0,20.9,Texas
2024-02-11,24.0,12.0,19.3,Texas
2024-02-12,15.0,6.0,10.6,Texas
2024-02-13,18.0,9.0,13.0,Texas
2024-02-14,18.0,10.0,13.9,Texas
2024-02-15,22.0,14.0,17.6,Texas
2024-02-16,19.0,17.0,17.6,Texas
2024-02-17,17.0,5.0,8.6,Texas
2024-02-18,13.0,2.0,7.5,Texas
2024-02-19,17.0,7.0,12.1,Texas
2024-02-20,24.0,13.0,17.8,Texas
2024-02-21,24.0,16.0,19.2,Texas
2024-02-22,23.0,18.0,20.4,Texas
2024-02-23,24.0,15.0,19.9,Texas
2024-02-24,26.0,17.0,20.4,Texas
2024-02-25,25.0,16.0,19.9,Texas
2024-02-26,25.0,19.0,21.3,Texas
2024-02-27,27.0,20.0,23.0,Texas
2024-02-28,22.0,11.0,18.1,Texas
2024-02-29,13.0,10.0,11.1,Texas
2024-03-01,22.0,10.0,14.5,Texas
2024-03-02,22.0,14.0,17.8,Texas
2024-03-03,25.0,16.0,20.1,Texas
2024-03-04,26.0,19.0,22.5,Texas
2024-03-05,30.0,17.3,22.7,Texas
2024-03-06,26.0,16.5,20.3,Texas
2024-03-07,25.0,16.8,20.7,Texas
2024-03-08,28.0,19.0,23.1,Texas
2024-03-09,19.0,10.0,14.2,Texas
2024-03-10,20.0,8.2,13.9,Texas
2024-03-11,22.3,11.0,15.9,Texas
2024-03-12,23.0,13.6,18.6,Texas
2024-03-13,25.0,17.5,21.3,Texas
2024-03-14,27.0,21.3,23.5,Texas
2024-03-15,27.0,20.0,22.3,Texas
2024-03-16,21.0,18.0,19.3,Texas
2024-03-17,24.0,18.0,20.5,Texas
2024-03-18,20.0,15.0,17.3,Texas
2024-03-19,17.0,9.0,13.7,Texas
2024-03-20,20.0,14.0,16.8,Texas
2024-03-21,20.1,16.0,17.7,Texas
2024-03-22,24.0,14.0,18.2,Texas
2024-03-23,25.0,13.0,18.4,Texas
2024-03-24,21.0,16.0,19.2,Texas
2024-03-25,24.0,17.5,20.4,Texas
2024-03-26,21.0,12.0,16.0,Texas
2024-03-27,20.0,11.0,15.1,Texas
2024-03-28,24.0,13.0,18.0,Texas
2024-03-29,23.0,15.0,18.8,Texas
2024-03-30,24.0,17.0,20.6,Texas
2024-03-31,26.0,20.0,22.3,Texas
2024-04-01,26.0,23.0,24.0,Texas
2024-04-02,28.0,17.0,23.1,Texas
2024-04-03,24.0,13.0,18.6,Texas
2024-04-04,28.0,17.0,22.1,Texas
2024-04-05,28.0,18.0,22.3,Texas
2024-04-06,24.0,18.0,21.2,Texas
2024-04-07,29.0,21.0,23.9,Texas
2024-04-08,25.0,22.0,23.2,Texas
2024-04-09,26.0,22.0,23.5,Texas
2024-04-10,23.0,17.0,20.5,Texas
2024-04-11,26.0,15.0,20.6,Texas
2024-04-12,27.0,18.0,22.1,Texas
2024-04-13,26.0,17.0,21.2,Texas
2024-04-14,26.0,19.0,22.2,Texas
2024-04-15,25.0,20.0,22.5,Texas
2024-04-16,27.0,22.0,24.0,Texas
2024-04-17,27.0,22.0,24.2,Texas
2024-04-18,28.0,23.0,24.7,Texas
2024-04-19,29.0,23.0,25.2,Texas
2024-04-20,27.0,16.0,23.2,Texas
2024-04-21,20.0,12.0,16.3,Texas
2024-04-22,22.0,13.0,17.4,Texas
2024-04-23,23.0,16.0,19.9,Texas
2024-04-24,28.0,20.0,23.3,Texas
2024-04-25,26.0,20.0,22.9,Texas
2024-04-26,26.0,22.0,24.2,Texas
2024-04-27,27.0,24.0,24.9,Texas
2024-04-28,27.0,22.3,24.6,Texas
2024-04-29,27.0,20.0,23.3,Texas
2024-04-30,29.0,20.0,24.0,Texas
2024-05-01,27.0,21.0,24.3,Texas
2024-05-02,27.0,20.0,23.6,Texas
2024-05-03,27.0,20.0,23.6,Texas
2024-05-04,29.0,21.0,24.5,Texas
2024-05-05,25.0,23.0,23.7,Texas
2024-05-06,28.0,23.0,25.4,Texas
2024-05-07,29.0,25.0,26.2,Texas
2024-05-08,30.0,25.0,26.8,Texas
2024-05-09,30.0,25.0,27.1,Texas
2024-05-10,30.0,23.0,26.2,Texas
2024-05-11,27.0,22.0,24.2,Texas
2024-05-12,28.0,20.0,23.8,Texas
2024-05-13,31.0,20.0,24.5,Texas
2024-05-14,31.0,20.0,25.3,Texas
2024-05-15,33.0,23.0,27.5,Texas
2024-05-16,27.0,20.0,24.3,Texas
2024-05-17,22.0,19.0,20.8,Texas
2024-05-18,32.0,20.0,25.3,Texas
2024-05-19,32.0,23.0,27.6,Texas
2024-05-20,32.0,23.0,26.8,Texas
2024-05-21,31.0,26.0,27.9,Texas
2024-05-22,31.0,26.0,27.8,Texas
2024-05-23,32.0,26.0,28.2,Texas
2024-05-24,31.0,26.0,28.2,Texas
2024-05-25,33.0,26.0,28.5,Texas
2024-05-26,32.0,27.0,28.9,Texas
2024-05-27,36.0,27.0,29.9,Texas
2024-05-28,32.0,20.0,25.8,Texas
2024-05-29,31.0,21.0,25.2,Texas
2024-05-30,32.0,23.0,27.6,Texas
2024-05-31,28.0,19.0,23.5,Texas
2024-06-01,31.0,23.0,27.1,Texas
2024-06-02,33.0,25.0,28.1,Texas
2024-06-03,31.0,26.0,28.4,Texas
2024-06-04,32.0,27.0,28.9,Texas
2024-06-05,29.0,21.0,26.1,Texas
2024-06-06,34.0,25.0,29.5,Texas
2024-06-07,35.0,26.0,30.1,Texas
2024-06-08,33.0,26.0,29.2,Texas
2024-06-09,32.0,26.0,28.7,Texas
2024-06-10,33.0,23.0,28.7,Texas
2024-06-11,34.0,24.0,27.6,Texas
2024-06-12,32.0,25.0,27.0,Texas
2024-06-13,34.0,26.0,29.1,Texas
2024-06-14,35.0,27.0,30.2,Texas
2024-06-15,33.0,27.0,29.7,Texas
2024-06-16,34.0,26.0,29.6,Texas
2024-06-17,32.0,26.0,28.6,Texas
2024-06-18,31.0,24.0,27.5,Texas
2024-06-19,27.0,24.0,25.3,Texas
2024-06-20,31.0,25.0,27.9,Texas
2024-06-21,32.0,25.0,28.4,Texas
2024-06-22,33.0,26.0,29.1,Texas
2024-06-23,33.0,26.0,29.2,Texas
2024-06-24,33.0,26.6,29.4,Texas
2024-06-25,33.0,25.0,29.1,Texas
2024-06-26,34.0,27.0,29.1,Texas
2024-06-27,35.0,27.0,30.2,Texas
2024-06-28,34.0,27.0,30.1,Texas
2024-06-29,34.0,28.0,30.3,Texas
2024-06-30,35.0,27.0,30.5,Texas
2024-07-01,37.0,27.0,30.6,Texas
2024-07-02,36.0,27.0,30.8,Texas
2024-07-03,34.0,27.0,30.3,Texas
2024-07-04,35.0,27.0,30.5,Texas
2024-07-05,36.0,27.0,30.6,Texas
2024-07-06,35.0,24.0,28.0,Texas
2024-07-07,30.0,25.0,26.5,Texas
2024-07-08,29.7,23.0,25.6,Texas
2024-07-09,32.1,22.9,27.5,Texas
2024-07-10,31.6,23.8,26.7,Texas
2024-07-11,30.3,23.3,26.0,Texas
2024-07-12,29.5,23.5,25.7,Texas
2024-07-13,29.7,24.1,26.4,Texas
2024-07-14,31.2,23.8,26.9,Texas
2024-07-15,32.3,24.2,28.2,Texas
2024-07-16,32.7,23.7,27.5,Texas
2024-07-17,31.0,24.4,27.6,Texas
2024-07-18,31.0,25.0,27.6,Texas
2024-07-19,31.4,22.4,27.4,Texas
2024-07-20,31.0,23.9,26.9,Texas
2024-07-21,30.2,23.5,26.9,Texas
2024-07-22,29.7,23.3,26.3,Texas
2024-07-23,28.9,23.8,25.9,Texas
2024-07-24,29.1,23.0,25.5,Texas
2024-07-25,27.1,23.0,24.4,Texas
2024-07-26,26.2,21.9,24.2,Texas
2024-07-27,27.0,24.0,25.1,Texas
2024-07-28,31.0,25.0,27.1,Texas
2024-07-29,33.0,27.0,29.4,Texas
2024-07-30,34.0,25.6,29.4,Texas
2024-07-31,34.0,27.0,29.6,Texas
2024-08-01,35.0,27.0,30.1,Texas
2024-08-02,36.0,27.0,30.7,Texas
2024-08-03,37.0,27.0,31.1,Texas
2024-08-04,35.0,25.0,30.0,Texas
2024-08-05,35.0,27.0,30.8,Texas
2024-08-06,35.0,27.0,30.8,Texas
2024-08-07,37.0,27.0,31.0,Texas
2024-08-08,37.0,27.0,31.2,Texas
2024-08-09,36.0,28.0,31.2,Texas
2024-08-10,34.0,28.0,30.9,Texas
2024-08-11,35.0,27.0,30.8,Texas
2024-08-12,36.0,27.0,30.7,Texas
2024-08-13,34.0,28.0,30.3,Texas
2024-08-14,34.0,28.0,30.4,Texas
2024-08-15,35.0,28.0,30.5,Texas
2024-08-16,36.0,28.0,31.1,Texas
2024-08-17,37.0,28.0,31.1,Texas
2024-08-18,37.0,28.0,31.7,Texas
2024-08-19,36.0,28.0,31.4,Texas
2024-08-20,37.0,28.0,31.9,Texas
2024-08-21,37.0,28.0,31.9,Texas
2024-08-22,36.0,29.0,31.6,Texas
2024-08-23,33.0,28.0,29.7,Texas
2024-08-24,34.0,28.0,30.1,Texas
2024-08-25,33.2,23.8,28.2,Texas
2024-08-26,30.9,23.2,26.8,Texas
2024-08-27,32.8,24.4,27.3,Texas
2024-08-28,35.0,24.4,27.9,Texas
2024-08-29,32.2,23.9,27.1,Texas
2024-08-30,32.2,25.0,26.3,Texas
2024-08-31,32.8,24.4,27.3,Texas
2024-09-01,33.3,25.0,27.3,Texas
2024-09-02,32.8,24.4,27.8,Texas
2024-09-03,33.9,25.0,28.4,Texas
2024-09-04,30.0,25.0,27.1,Texas
2024-09-05,28.0,25.0,25.9,Texas
2024-09-06,27.0,23.0,24.6,Texas
2024-09-07,30.0,21.0,25.2,Texas
2024-09-08,29.0,21.0,24.9,Texas
2024-09-09,31.0,21.0,25.7,Texas
2024-09-10,28.0,23.0,25.0,Texas
2024-09-11,28.0,23.0,24.7,Texas
2024-09-12,30.0,22.0,25.7,Texas
2024-09-13,35.0,23.0,28.0,Texas
2024-09-14,35.0,26.0,29.2,Texas
2024-09-15,34.0,26.0,28.8,Texas
2024-09-16,35.0,26.0,29.4,Texas
2024-09-17,35.0,25.0,29.0,Texas
2024-09-18,35.0,26.0,29.4,Texas
2024-09-19,36.0,26.0,29.5,Texas
2024-09-20,35.0,26.0,29.8,Texas
2024-09-21,33.0,26.0,29.0,Texas
2024-09-22,34.0,25.0,28.7,Texas
2024-09-23,33.0,26.0,28.0,Texas
2024-09-24,32.0,26.0,28.2,Texas
2024-09-25,32.0,26.0,27.8,Texas
2024-09-26,29.0,22.0,25.8,Texas
2024-09-27,31.0,22.0,26.6,Texas
2024-09-28,32.0,23.0,27.8,Texas
2024-09-29,33.0,22.0,27.5,Texas
2024-09-30,33.0,24.0,27.9,Texas
2024-10-01,33.0,24.0,28.3,Texas
2024-10-02,32.0,24.0,27.7,Texas
2024-10-03,32.0,24.0,27.5,Texas
2024-10-04,31.0,23.0,26.8,Texas
2024-10-05,28.0,23.0,26.2,Texas
2024-10-06,32.0,24.0,27.9,Texas
2024-10-07,32.0,23.0,27.9,Texas
2024-10-08,29.0,22.0,25.8,Texas
2024-10-09,30.0,19.0,24.4,Texas
2024-10-10,31.0,22.0,25.8,Texas
2024-10-11,32.0,21.0,25.9,Texas
2024-10-12,31.0,22.0,25.5,Texas
2024-10-13,32.0,22.0,26.2,Texas
2024-10-14,35.0,22.0,27.6,Texas
2024-10-15,35.0,21.0,27.3,Texas
2024-10-16,25.0,15.0,18.9,Texas
2024-10-17,22.0,11.0,16.8,Texas
2024-10-18,24.0,15.0,19.9,Texas
2024-10-19,26.0,17.0,21.5,Texas
2024-10-20,27.0,18.0,22.4,Texas
2024-10-21,28.0,18.0,22.5,Texas
2024-10-22,29.0,20.0,23.3,Texas
2024-10-23,31.0,21.0,24.8,Texas
2024-10-24,30.0,20.0,24.0,Texas
2024-10-25,31.0,21.0,25.2,Texas
2024-10-26,31.0,22.0,25.4,Texas
2024-10-27,30.0,22.0,25.0,Texas
2024-10-28,29.0,21.0,24.9,Texas
2024-10-29,29.0,23.0,25.4,Texas
2024-10-30,28.0,24.0,25.4,Texas
2024-10-31,27.0,23.0,24.6,Texas
